720.509	733.719	738.93	749.584	753.06	762.216	Depot-013	778614	Phillip Rohde	78094683	Singh Saab	23003404	9Diet5Pepsi	1658	fluid,liquid-nitric-acid	200000	202019
722.588	730.419	735.653	743.337	747.551	755.298	Depot-014	778629	Sebastian Nilsson	682145	Travis Christian	686164	Wolfgang Pastl	1401	fluid,liquid-multi-phase-oil	200000	212620
725.714	734.99	741.028	753.937	760.638	769.5	Depot-007	263278	0xE1	7613077	Linuxjoe™	43481796	Liam Herrick	996	item,processing-unit	64000	320
725.709	739.918	746.16	754.002	760.701	767.436	Depot-021	922341	Gnapouille	23148842	DrMoebyus	75436621	Mia	816	item,rocket-oxidizer-capsule	64000	320
726.742	741.488	754.233	771.533	778.158	789.886	Depot-025	112648381	Steven Perry	2712288	nextized	7217979	ZornGottes	1593	item,bauxite-ore	64000	320
726.747	737.154	743.321	756.268	762.996	768.694	Depot-032	112664547	Akitsuna	105074230	SilenceStands	10811915	The AlCaTrAzz	1649	item,rocket-fuel-capsule	64000	320
728.828	740.235	743.526	750.843	754.234	759.882	Depot-031	112659321	Tad Williams	43674037	Ned Geake	7315905	red dutton	1641	item,satellite	320	320
730.915	739.651	745.061	758.051	761.904	770.802	Depot-010	778034	Marcus Doyle	61361121	Butterfly	23062332	Sukasa	1449	fluid,gas-ammonia	200000	205166
730.908	738.385	744.616	756.65	763.408	774.133	Depot-004	262804	Callum McCann	20732136	Teodor Norén	43461985	Thomas "Zaydon" Lust	942	item,electronic-circuit	64000	320
739.034	749.277	755.298	774.518	781.174	790.268	Depot-006	263904	Daszh the Fox	43697137	SilenceStands	10811915	Rob W Jacob	978	item,multi-layer-circuit-board	64000	320
741.085	754.184	760.109	776.984	783.701	792.797	Depot-027	112651317	Alexander Hrastic	69879321	DrMoebyus	75436621	An	1609	item,electronic-components	64000	320
741.105	762.783	768.765	784.264	790.941	798.035	Depot-028	112651869	The Grunge	80226436	ZOP	83001725	Seedykoi	1617	item,processing-electronics	64000	320
741.066	746.418	751.877	761.967	766.061	774.951	Depot-016	778650	nobukatsu	80012404	Matthew Colwell	97098501	Alviere	1377	fluid,gas-methanol	200000	208654
743.437	751.315	757.341	772.467	779.089	787.258	Depot-005	262904	Contesul	20290466	Casey C. Knowlton-Key	43473692	Black Mamba 666	960	item,advanced-circuit	64000	320
744.252	759.133	765.133	782.069	788.801	795.419	Depot-026	112650902	Putimir Vladin	4336927	Casey C. Knowlton-Key	43473692	Rhodan	1601	item,silver-plate	64000	320
745.878	763.208	769.254	776.899	783.609	792.669	Depot-001	261632	Alexander Hrastic	69879321	Anders Skov	1239648	NightFire Navy[NINA]	888	item,electronic-components	64000	320
750.61	761.425	766.713	778.835	782.219	790.552	Depot-009	777950	Phillip Rohde	78094683	Singh Saab	23003404	Chris Fischer	1461	fluid,liquid-nitric-acid	200000	200000
752.653	759.516	764.802	771.933	776.034	782.102	Depot-011	778081	Sebastian Nilsson	682145	Travis Christian	686164	Fajita Puppy	1437	fluid,liquid-multi-phase-oil	200000	208590
756.305	764.901	770.133	782.785	786.67	794.668	Depot-014	778629	Marcus Doyle	61361121	Butterfly	23062332	Wolfgang Pastl	1401	fluid,gas-ammonia	200000	205524
761.775	773.618	794.336	800.584	803.731	811.169	Depot-031	112659321	Rik van der Aart	26554276	Wermatswil	931715	red dutton	1641	item,speed-module	32000	320
762.812	774.15	781.209	792.166	799.868	806.034	Depot-017	922314	Keldor	4084111	MasterSJT	4099779	doberlec	834	item,fluorite-ore	32112	161
765.899	776.766	782.784	800.251	806.946	820.061	Depot-002	262321	Connor "EightTimesNine" Richards	6629296	Matt Siddle	107700904	Ben Cross	906	item,tungsten-carbide	64000	320
767.903	775.691	779.553	792.78	797.088	806.184	Depot-003	262613	Cephira	67206180	Casey C. Knowlton-Key	43473692	unflyable	924	item,glass	32000	320
772.957	780.284	786.258	800.385	807.078	816.103	Depot-007	263278	Callum McCann	20732136	Teodor Norén	43461985	Liam Herrick	996	item,electronic-circuit	64000	320
778.96	787.742	792.915	806.962	810.883	821.169	Depot-010	778034	Marcus Doyle	61361121	Butterfly	23062332	Sukasa	1449	fluid,gas-ammonia	200000	212747
779.986	789.585	794.764	805.29	808.729	816.819	Depot-012	778093	Phillip Rohde	78094683	Singh Saab	23003404	Nemmie Smulan	1425	fluid,liquid-nitric-acid	200000	200000
784.06	792.387	798.277	814.223	820.862	829.225	Depot-004	262804	0xE1	7613077	Linuxjoe™	43481796	Thomas "Zaydon" Lust	942	item,processing-unit	64000	320
786.088	792.946	796.119	802.884	807.234	816.522	Depot-024	922863	Chralex	128312012	Tibsfox	7276095	Marco Goebel	852	item,plastic-bar	32000	320
790.122	796.201	801.438	808.535	812.652	819.053	Depot-011	778081	Sebastian Nilsson	682145	Travis Christian	686164	Fajita Puppy	1437	fluid,liquid-multi-phase-oil	200000	200390
797.153	807.968	813.84	821.533	828.254	837.119	Depot-001	261632	ReneMuetti	70227921	Anders Skov	1239648	NightFire Navy[NINA]	888	item,intergrated-electronics	64000	320
797.156	806.437	812.33	824.452	831.155	839.401	Depot-006	263904	Contesul	20290466	Casey C. Knowlton-Key	43473692	Rob W Jacob	978	item,advanced-circuit	64000	320
800.202	818.119	824.018	839.051	845.673	853.867	Depot-005	262904	ReneMuetti	70227921	Tibsfox	7276095	Black Mamba 666	960	item,intergrated-electronics	64000	320
800.207	813.808	819.78	834.367	841.04	850.501	Depot-008	263908	Kevin Hoeppner	30302725	Tyler Boydston	43404687	Callie Arnadottir	1232	item,basic-electronic-components	64000	320
802.234	814.052	820.03	831.616	838.334	845.94	Depot-025	112648381	Callum McCann	20732136	Teodor Norén	43461985	ZornGottes	1593	item,electronic-circuit	64000	320
803.243	814.135	819.298	831.985	836.472	844.65	Depot-009	777950	Marcus Doyle	61361121	Butterfly	23062332	Chris Fischer	1461	fluid,gas-ammonia	200000	208277
804.275	817.103	822.996	836.112	842.769	848.919	Depot-026	112650902	Alexander Hrastic	69879321	Saron Grave	83002170	Rhodan	1601	item,electronic-components	64000	320
805.275	812.934	816.053	821.45	825.804	832.489	Depot-023	922848	Chralex	128312012	THE EVA SERIES	107699634	Michael Nadeau	798	item,plastic-bar	32000	320
811.314	819.844	825.026	835.868	840.249	848.256	Depot-013	778614	Adragontattoo	61361501	Wizzle0331	78066329	9Diet5Pepsi	1658	fluid,gas-ammonia	200000	205542
818.31	826.502	832.445	844.817	851.462	859.483	Depot-007	263278	0xE1	7613077	Linuxjoe™	43481796	Liam Herrick	996	item,processing-unit	64000	320
820.321	825.501	830.742	840.667	844.755	852.942	Depot-015	778640	nobukatsu	80012404	Matthew Colwell	97098501	Craig Samson	1389	fluid,gas-methanol	200000	210054
822.344	835.535	841.447	854.387	861.005	869.332	Depot-002	262321	Maarten Bakker	63399314	Linuxjoe™	43481796	Ben Cross	906	item,gold-plate	64000	320
825.356	833.318	837.322	849.484	853.839	862.282	Depot-003	262613	Cephira	67206180	Casey C. Knowlton-Key	43473692	unflyable	924	item,glass	32000	320
827.388	833.573	838.787	845.816	849.936	856.034	Depot-010	778034	Sebastian Nilsson	682145	Travis Christian	686164	Sukasa	1449	fluid,liquid-multi-phase-oil	200000	213640
830.228	840.264	850.04	856.883	863.506	874.117	Depot-004	262804	moody01	1405156	Mike Atamanchuk	26528211	Thomas "Zaydon" Lust	942	item,module-contact	64000	320
